Ticker,Industry,Business
2421.TW,電子零組件業,"Sunonwealth Electric Machine Industry Co., Ltd., 及其 子公司, researches, 製造 and 銷售 precision motors and cooling fans worldwide. The company 從事 general investment, 房地產, 銷售 garden fans. Sunonwealth Electric Machine Industry Co., Ltd. is headquartered..."
2887.TW,貿易百貨,"TS 金融 Holding Co., Ltd., 及其 子公司, 提供 various 金融 產品 and 服務. It offers wealth management 服務, such as 金融 consulting, tax planning, trust, asset allocation advisory 服務, TWD and FCY deposits, investment, and 保險 產品; con..."
1440.TW,紡織纖維,"Tainan Spinning Co., Ltd. 從事 the manufacture and sale of various textile 產品 and synthetic fiber 材料 in 台灣, Mainland China, Hong Kong, Vietnam, and internationally. The company offers yarns, polyester fiber, polyester filament yarn, draw textured yarn, polyester chips, fiber/f..."
2548.TW,航運業,"Huaku Development Co., Ltd. builds, constructs, 銷售, and leases residential and commercial buildings in 台灣 and China. It also rents and 銷售 and leases general 工業 factories and warehouses. The company was formerly known as Huaku 營造 Co., Ltd. The company was founded in 1989 a..."
00679B.TWO,未知,-
006205.TW,未知,-
2892.TW,貿易百貨,"First 金融 Holding Co., Ltd., 及其 子公司, 提供 various 金融 產品 and 服務 in Asia, North America, Oceania, and Europe. It operates through four segments: Bank, Security, 保險, and Other. The company 從事 commercial 銀行 產品 and 服務; t..."
6213.TW,電子零組件業,"ITEQ Corporation 從事 the manufacture and sale of copper clad laminate 材料 used for fabrication of printed circuit boards in 台灣, Asia, Europe, and internationally. It offers mass lamination boards, copper clad laminates, prepreg 產品, and 電子 零組件, as well as import ..."
6505.TW,油電燃氣業,"Formosa Petrochemical Corporation, 及其 子公司, 從事 the production and sale of petroleum 產品 and petrochemical raw 材料 in 台灣, Australia, South Korea, the Philippines, Singapore, Malaysia, Mainland China, and internationally. The company offers gasoline, diese..."
1101.TW,水泥工業,"TCC Group Holdings Co., Ltd. 製造 and markets cement, cement-related 產品, and ready-mixed concrete in Asia, Europe, and Africa. It operates through Cement, Electricity and 能源, Social Aspect of 能源 Transition, and Other segments. The company is also involved in the thermal and ren..."
1907.TW,鋼鐵工業,"YFY Inc., an investment holding company, 製造 and 銷售 paper and paper-related 產品 in 台灣. It 提供 forest, fine paper, and board 產品; 工業 paper and paper containers, such as kraft paper and corrugated paper, corrugated cardboard boxes, corrugated cardboard, colored c..."
8163.TW,電腦及週邊設備業,"Darfon 電子s Corp. 從事 the production and sale of 電腦 peripherals, 電力 supply 零組件, green 能源 零組件, and integrated 零組件 and 材料. The company offers IT peripherals, such as 電腦, mobile, and gaming 產品; passive 零組件, including MLCC, induct..."
2498.TW,通信網路業,"HTC Corporation, 及其 子公司, 設計s, 製造, assembles, processes, and 銷售 virtual reality devices and smart mobile devices in 台灣 and internationally. The company 提供 VIVE AI glasses, 智慧型手機, blockchain phones, and 5G hub 產品, as well as accessories. I..."
1216.TW,食品工業,"Uni-President Enterprises Corp. 從事 the manufacture and sale of beverages and instant noodles in 台灣, China, and Southeast Asia. It operates through Beverages, Food, and Others segments. The company offers animal feeds, wheat flour, and aquatic 產品; dairy, tea, coffee, water, and gene..."
2458.TW,半導體業,"ELAN Micro電子s Corporation operates as a 半導體 company in 台灣, Mainland China, Hong Kong, the United States, Europe, and internationally. It offers embedded microcontrollers and systems, digital signal processors, 電腦 peripheral control 積體電路 and systems, fingerp..."
6176.TW,光電業,"Radiant Opto-電子s Corporation 從事 the manufacture and sale of backlight modules and light guide plates for liquid crystal 顯示器 面板 (LCD) in Asia, Europe, and the United States. The company's 產品 are used in various applications, including 智慧型手機, DSC, video phones, tabl..."
0050.TW,未知,-
2886.TW,貿易百貨,"Mega 金融 Holding Co., Ltd. 提供 various 金融 服務 in 台灣. It offers brokerage, dealing and underwriting of short-term debt instruments and 金融 debentures; notary 服務 for short-term debt instruments and 金融 debentures; guarantee or endorsement 服務 for short..."
9904.TW,運動休閒,"Pou Chen Corporation 設計s, 製造, and 銷售 various shoes in 台灣 and internationally. It offers athletic, casual footwear, outdoor shoes, sports apparel and accessories; operates entertainment and resort; imports and exports shoe related 材料; operates of land demarcation; leases a..."
1314.TW,塑膠工業,"China Petrochemical Development Corporation, 及其 子公司, produces and 銷售 of petroleum, alkali-chlorine, phosphoric acid, and other petrochemical 產品 and by-產品 in 台灣, rest of Asia, and internationally. It also 提供 caprolactam for use as a raw material for ma..."
2353.TW,電腦及週邊設備業,"Acer Incorporated research, 設計s, markets, and 銷售 電腦s and 顯示器 產品 台灣 and internationally. The company offers notebook and desktop PCs; monitors; projectors; connectivity devices; tablets; gaming 產品; gadgets and fashion; 伺服器; 工業 電腦s; and integrated IT ..."
8046.TW,電子零組件業,"Nan Ya Printed Circuit Board Corporation 製造 and 銷售 printed circuit boards (PCBs) in 台灣, the United States, Mainland China, Korea, and internationally. It offers conventional PCBs that are used in the motherboards of desktops and notebooks, and home electrical appliances; high densit..."
3532.TW,半導體業,"Formosa Sumco 科技 Corporation 從事 the manufacture, sale, and trade of silicon 晶圓 in 台灣, Japan, and China. It offers polished, annealed, and epitaxial 晶圓, as well as monocrystalline ingots. Formosa Sumco 科技 Corporation was incorporated in 1995 and is based in Taipei,..."
2356.TW,電腦及週邊設備業,"Inventec Corporation, 及其 子公司, 開發, manufacture, processes, and trades in 電腦s and related 產品 in 台灣, the United States, Japan, Hong Kong, Macau, Mainland China, and internationally. The company operates through Core Department and Other Department segments...."
2312.TW,其他電子業,"Kinpo 電子s, Inc. 設計s, 製造, and 銷售 消費性 電子s, web-based 通訊, 電腦 peripherals, and storage 產品 in 台灣, rest of Asia, the Americas, and internationally. The company offers 消費性 電子s, such as programming learning robots, commercial ent..."
2439.TW,通信網路業,"Merry 電子s Co., Ltd. 從事 the manufacture, processing, repair, and sale of electric appliances and audiovisual electric 產品 in the United States, 台灣, Singapore, Europe, the Mainland China, and internationally. It 提供 telecommunication 設備 and apparatus, 電腦s and..."
2913.TW,綜合,"台灣 Tea Corporation 從事 the plantation, cultivation, production, and sale of tea 產品 in 台灣. It also 從事 the recreational tea farming land development activities; and marketing channel business. In addition, the company involved in the 營造 engineering business, incl..."
3189.TW,半導體業,"Kinsus Interconnect 科技 Corp., 及其 子公司, 從事 the manufacture and sale of 電子 產品 in 台灣 and internationally. It operates through the IC Substrate and Optics segments. The company offers system in package substrate, a carrier substrate that 提供 ..."
2328.TW,電子零組件業,"Pan-International 工業 Corp., 及其 子公司, 提供 電子 manufacturing 服務 to 科技 companies in China, Hong Kong, Malaysia, the United States, Singapore, and 台灣. It operates through 電子 零組件 and 消費性 電子s and 電腦 Peripherals ..."
8069.TWO,光電業,"E Ink Holdings Inc. researches, 開發, 製造, and 銷售 電子 paper 顯示器 面板 worldwide. It offers high-resolution modules for use in eReaders, 電子 shelf labels, eNotes, smart 顯示器 cards, ePaper mobile devices, luggage and logistic tags, mobile device, IoT, digital sign..."
00719B.TWO,未知,-
8358.TWO,電子零組件業,"Co-Tech Development Corporation, 及其 子公司, 從事 the production and sale of copper foil for the copper clad laminate and printed circuit board industries in 台灣 and China. It is also involved in investment activities. The company was formerly known as Co-Tech Copper Foi..."
1476.TW,紡織纖維,"Eclat Textile Co., Ltd. 從事 the 設計, 製造, processing, dyeing, trade, marketing, and sale of elastic knitted fabrics, garments, and clothing in 台灣 and internationally. It also invests in securities, 房地產, and manufacturing businesses. The company was incorporated in 1977..."
6472.TW,生技醫療業,"Bora Pharmaceuticals Co., LTD. 從事 contract development, manufacture, and sale of pharmaceuticals in Europe, the United States, 台灣, and internationally. The company operates through Sales, CDMO, and Other segments. It 製造 and 銷售 generic, brand, and over the counter (OTC) drugs..."
3264.TWO,半導體業,"Ardentec Corporation 從事 the provision of 半導體 測試 solutions in 記憶體, logic, and mixed-signal ICs to integrated device manufacturers, pure play wafer foundry companies, and fabless 設計 companies in the United States, 台灣, Singapore, Korea, China, Europe, and international..."
2457.TW,電子零組件業,"Phihong 科技 Co., Ltd. operates as a 電力 supply company in 台灣. The company offers adapters, such as desktop adapter, fixed plug wall adapter, and interchangeable plug wall adapter; 電力-over-ethernet solutions, including PoE injector and splitter, media converter, and PoE to USB C; and ..."
8086.TWO,半導體業,"Advanced Wireless 半導體 公司 從事 research, development, production, 測試, and sales of gallium arsenide (GaAs) 晶圓 in 台灣. The company offers InGaP/GaAs heterojunction bipolar transistor process for 電力 amplifier and gain block circuit 設計s; GaAs enhancement/depletion..."
2006.TW,橡膠工業,"Tung Ho Steel Enterprise Corporation, 及其 子公司, produces and 銷售 steel 產品 in 台灣. It offers re-bars, such as round bar, screwed re-bar, Compact rebar, Tensile, and deformed steel re-bar 產品 for building projects; and formed steel 產品, including H-beams, I-b..."
3042.TW,電子零組件業,"TXC Corporation 從事 the 研發, 設計, production, and sale of crystal units and oscillator 產品 in 台灣 and internationally. It offers ThermSym OCXO, TCXO, MHz XO, kHZ XO, Controlled Crystal Oscillators (VCXO), Temperature Sensing Crystal (TSX), MHz Crystal, and kHz ..."
2882.TW,貿易百貨,"Cathay 金融 Holding Co., Ltd., through its 子公司, 提供 various 金融 產品 and 服務 in 台灣, rest of Asia, and internationally. The company offers 消費性 銀行 服務, such as deposit and remittance 服務; and credit 服務, including secured and unsecured con..."
2633.TW,觀光餐旅,"台灣 High Speed Rail Corporation constructs, operates, and manages railway systems and related facilities in 台灣. The company operates a 350-kilometer rail system passing through Nangang, Taipei, Banqiao, Taoyuan, Hsinchu, Miaoli, Taichung, Changhua, Yunlin, Chiayi, Tainan, and Zuoying stations..."
1312.TW,塑膠工業,"Grand Pacific Petrochemical Corporation 從事 the manufacture and sale of petrochemical and other chemical 產品 in 台灣. The company offers styrene monomer, an intermediate used in manufacturing PS resin, ABS resin, styrene butadiene rubber, and unsaturated polyester. It also 提供 ABS..."
8044.TWO,數位雲端,"PChome Online Inc., 及其 子公司, 提供 e-commerce, fintech, and web portal 服務 in 台灣. It operates through E-Commerce-Sales, Market Place, Fintech, and Other segments. The company operates PChome 24h Shopping, a B2C online shopping platform; Ruten, a C2C auction site; P..."
5388.TW,通信網路業,"Sercomm Corporation 從事 the provision of integrated 網路ing and telecom solutions, and 設備 in the Americas, Asia, Europe, and internationally. The company offers mobile IOT devices, customer premises 設備, small cell and mobile module solutions. It also offers IoT solutions such..."
3078.TWO,電子零組件業,"Channel Well 科技 Co.,Ltd. researches, 開發, produces, sale of 電力 supply and various 電子 零組件 in 台灣, rest of Asia, the United States, Europe, and internationally. It offers PC and IPC 電力, PoE injector and modular, open frame, adapter, AI intelligent 電力 supply syst..."
2515.TW,航運業,"BES Engineering Corporation 從事 the 營造 and engineering businesses. It operates through 營造 Engineering, 營造 and Development, and Other segments. The 營造 Engineering segment undertakes civil and architectural engineering contracting projects, including road..."
9939.TW,其他,"台灣 Hon Chuan Enterprise Co., Ltd. 製造 and 銷售 various 封裝 材料 for the food and beverage industries in 台灣, Mainland China, Southeast Asia, and internationally. The company offers plastic caps, preforms, PET bottles, labels, claw caps, and aluminum caps, and other produc..."
4162.TWO,生技醫療業,"PharmaEngine, Inc., a biopharmaceutical company, 從事 the development of drugs and therapeutic drugs for treating cancer in 台灣. It offers ONIVYDE, a cancer medicine that blocks an enzyme called topoisomerase I, which is involved in copying cell DNA needed to make new cells. The company is ..."
00687B.TWO,未知,-
2313.TW,電子零組件業,"Compeq Manufacturing Co., Ltd., 及其 子公司, 製造 and 銷售 printed circuit boards for 電腦s in 台灣, the United States, rest of Asia, Europe, and internationally. The company offers high layer, rigid-flex, flexible, regular multi-layered, and high-density interconne..."
1802.TW,造紙工業,"台灣 Glass Ind. Corp. 製造, processes, and 銷售 various glass 產品 in 台灣, China, and internationally. The company operates through Flat-panel, Glassware, and Glass Fibers segments. The company offers float and processed glass; auto glass; ultra-thin glass; photovoltaic glass; and ..."
3691.TWO,光電業,"Giga 太陽能 材料 Corp. 從事 the 研發, manufacture, and sale of 太陽能 conductive plasma. It 提供 conductive pastes for photovoltaic cells, such as front and rear Ag, and rear Al pastes. The company was founded in 2003 and is based in Hsinchu City, 台灣."
6285.TW,通信網路業,"WNC Corporation, 及其 子公司, 從事 the research, development, manufacture, and sale of satellite, mobile, and portable communication 設備 in the Americas, Asia, Europe, and internationally. The company offers wired and wireless communication 設備, 網路ing equipm..."
2481.TW,半導體業,"PANJIT International Inc. 製造, processes, assembles, imports, and exports 半導體s in 台灣, Asia, the Americas, Europe, and internationally. It 製造 and 銷售 晶圓, 電力 零組件, and control modules. The company also 從事 the 研發, 設計, man..."
3045.TW,通信網路業,"台灣 Mobile Co., Ltd. 提供 電信, broadband, 零售, digital, and 金融 服務 in 台灣 and internationally. It operates through 電信, 零售, Cable Television and Broadband, and Others segments. The company 提供 5g, postpaid, prepaid, e-sim, international..."
2634.TW,觀光餐旅,"Aerospace 工業 Development Corporation 從事 the manufacturing and maintenance of airplanes and its parts and component in 台灣. It 提供 military aircrafts and helicopters, commercial aviation, and aero/工業 engines. It also 從事 the manufacturing maintenance and upgrada..."
2027.TW,橡膠工業,"Ta Chen Stainless Pipe Co., Ltd. 製造, processes, and 銷售 stainless steel pipes, plates, and fittings, and venetian blinds in 台灣, the United States, China, and internationally. It operates in Stainless Steel and Aluminum, Aluminum 產品 Manufacturing, and Screws and Nuts segments. T..."
2308.TW,電子零組件業,"Delta 電子s, Inc., 及其 子公司, 提供 電力 and thermal management solutions in Mainland China, the United States, 台灣, Thailand, and internationally. It operates through 電力 電子s, Mobility, Automation, and Infrastructure segments. The company offers inductors..."
4904.TW,通信網路業,"Far EasTone 電信 Co., Ltd. 提供 mobile 電信 服務 in 台灣 and internationally. The company offers postpaid 產品, such as wireless postpaid and broadband, and data booster; prepaid 產品; and SMS and eSIM 產品. It also 提供 mobile communication and ..."
2884.TW,貿易百貨,"E.SUN 金融 Holding 公司, Ltd., 及其 子公司, offers various 金融 銀行 產品 and 服務 in 台灣. It operates through Corporate 銀行 Unit; Individual 銀行 Unit; Overseas Branches and 子公司; and Others segments. The company 提供 deposits; bills/..."
3081.TWO,通信網路業,"LandMark Opto電子s Corporation 從事 the manufacture and sale of opto電子 半導體s in 台灣, China, the United States, and internationally. It also 製造 and 銷售 indium phosphide and gallium arsenide epi-晶圓 and chips, and laser diode and light-emitting diode prod..."
2231.TW,建材營造,"Cub Elecparts Inc. 從事 manufacturing, processing, and sales of various 車用 parts, 車用 motor switches in 台灣, the United States, China, Germany, and internationally. The company operates through 車用 Parts Division and Communication 設備 and Engineering Department s..."
2542.TW,航運業,"Highwealth 營造 Corp., 及其 子公司, 從事 the development, 營造, leasing, and sale of residential and commercial buildings in 台灣. It operates through the 營造, and Hotels and Other Department segments. The company offers 房地產 agency brokerag..."
2105.TW,汽車工業,"Cheng Shin Rubber Ind. Co., Ltd., together with 子公司, 從事 the processing, manufacturing and trading of rickshaw tires, motor vehicle tires, recycled rubber, various tape resins, and other rubber 產品. It is also involved in the manufacturing and trade of various rubber 產品 an..."
6239.TW,半導體業,"電力tech 科技 Inc., 及其 子公司, researches, 設計s, 開發, assembles, 製造, packages, tests, and 銷售 various integrated circuit (IC) 產品 in 台灣, Japan, Singapore, the United States, Europe, China, Hong Kong, Macao, and internationally. It 提供 chi..."
3374.TWO,半導體業,"Xintec Inc. operates as a wafer level chip scale 封裝 company in Asia, the United States, and Europe. The company 提供 wafer level chip scale 封裝, wafer-level back cover 封裝, and 測試 服務 for 半導體s. It also offers 光學 sensor chip scale 封裝 服務 com..."
2303.TW,半導體業,"United Micro電子s Corporation operates as a 半導體 wafer foundry in 台灣, China, Hong Kong, Japan, Korea, the United States, Europe, and internationally. It 製造 and 銷售 積體電路. The company offers circuit 設計; mask tooling; wafer fabrication; and assembly and..."
6290.TWO,電子零組件業,"Longwell 公司 製造 and 銷售 電力 cords, cable assemblies, and charger plugs in 台灣, China, the United States, Japan, and internationally. It offers raw cables, 電力 cords, charging connectors, Hi-amp cables, jumper cords, data cables, duck head cables, braided 電力 cords, and wire ..."
6269.TW,電子零組件業,"Flexium Interconnect, Inc., 及其 子公司, 從事 the 設計, development, manufacture, and sale of flexible printed circuit boards and related 產品 in 台灣, China, rest of Asia, Europe, and the Americas. The company operates through Printed Circuit Board and Other segment..."
3443.TW,半導體業,"Global Unichip Corp. 從事 the 研發, production, 測試, and sale of embedded 記憶體 and logic 零組件, analog 零組件, cell libraries, and EDA tools for various IC applications. It offers ASIC and wafer 產品, as well as non-recurring engineering 服務. The com..."
3260.TWO,半導體業,"ADATA 科技 Co., Ltd. 製造 and 銷售 記憶體 產品 worldwide. The company 提供 電腦 記憶體 產品, solid state drives (SSDs), external SSDs/external hard drives, USB flash drives, 記憶體 cards, 電力 banks, USB cables, and AI translators. It also offers axial flux motors, ai..."
3019.TW,光電業,"Asia 光學 Co., Inc. 製造, processes, and 銷售 cameras, riflescopes, photocopier lens, scanner lens and 光學 零組件 in 台灣 and internationally. The company offers 光學 零組件, such as injection molded plastic lens, precision glass molding of aspherical lens, precision coa..."
6173.TWO,電子零組件業,"Prosperity Dielectrics Co., Ltd. 製造, processes, and 銷售 chip capacitors, chip resistors, dielectric ceramic powder, and magnetic 零組件 in Asia, the United States, and Europe. The company offers multilayer ceramic capacitors, such as safety certified capacitor, high and medium voltag..."
2485.TW,通信網路業,"Zinwell Corporation 從事 the research, manufacturing, and sale of digital cable video transmission system and digital satellite communication transmission system in 台灣, Europe, the United States, Asia, and internationally. The company offers satellite and terrestrial 產品, such as digi..."
3293.TWO,文化創意業,"International Games System Co.,Ltd. plans, 設計s, researches, 開發, 製造, markets, 服務, and licenses arcade, online, and mobile games in 台灣, the United Kingdom, Curacao, and Malta. The company offers arcade games, such as MONSTER EYE 3,ASPHALT MOTO BLITZ DX, SAILOR'S QUEST VR,..."
2059.TW,電子零組件業,"King Slide Works Co., Ltd., 及其 子公司, researches, 設計s, 製造, distributes, and 銷售 rail kits for cloud 伺服器, 網路 通訊, kitchen ware, and 
消費性 電子s in 台灣, the United States, China, and internationally. The company offers ultra-thin s..."
8436.TWO,生技醫療業,"TCI Co., Ltd., an original 設計 manufacturer company, 從事 the manufacturing, 批發, and 零售 of health foods and cosmetics 產品 in 台灣, Mainland China, the United States, and internationally. The company offers liquid and solid supplements; immunity 產品; functional probiot..."
1590.TW,電機機械,"Airtac International Group 製造 and 銷售 pneumatic control 零組件 in 台灣 and internationally. The company offers preparation units and control 零組件 comprising solenoid, pneumatic and flow control, ordinary coils, and other valves. It also 提供 actuators, such as standard, m..."
3227.TWO,半導體業,"PixArt Imaging Inc., 及其 子公司, researches, 設計s, produces, and 銷售 CMOS image sensors and related ICs in 台灣 and internationally. The company offers 光學 mouse, tracking, and finger navigation sensors, as well as 光學 encoders; and multiple objects tracking, optic..."
5457.TWO,電子零組件業,"Speed Tech Corp. 設計s, research and 開發, 製造, and 銷售 connectors for use in communication, 電腦s, 車用, and 消費性 電子 industries in 台灣, China, Hong Kong, Southeast Asia, South Asia, and internationally. It operates in Connector Department; and Molds and Pla..."
2368.TW,電子零組件業,"Gold Circuit 電子s Ltd. 從事 the manufacturing, processing, and trading of 電子 設備 產品, such as printed circuit boards in 台灣. Its 產品 are used for AI/ Advanced Server, 網路ing, notebook, handset 產品, 車用, and IC tests 產品. The company was fo..."
2615.TW,觀光餐旅,"Wan Hai Lines Ltd. operates as a fully containerized 航運 company in Asia, the Middle East, India, Red Sea, the United States, and South America. The company 從事 international marine and freight transportation; and management of container. It also 提供 cargo tracking/terminal info, sh..."
2301.TW,電腦及週邊設備業,"Lite-On 科技 Corporation, 及其 子公司, 從事 the research, 設計, manufacturing, and sale of opto電子 半導體 零組件 and 電力 managements modules in Asia, the Americas, Europe, and internationally. The company offers opto電子 半導體s, incl..."
2379.TW,半導體業,"Realtek 半導體 Corp., 及其 子公司, 從事 the research, development, production, and sale of various 積體電路 and related application 軟體 in 台灣, Asia, and internationally. It 提供 通訊 網路 ICs, including broadband access controllers..."
2885.TW,貿易百貨,"Yuanta 金融 Holding Co., Ltd., 及其 子公司, 提供 金融 服務 in 台灣. The company offers brokerage, investment 銀行, derivative 產品, fixed income, institutional brokerage, international finance, strategic trading, overseas business, digital finance, reg a..."
6116.TW,光電業,"HannStar 顯示器 Corporation 從事 research, 設計, manufacture, sale, and repair of thin film transistor liquid crystal 顯示器s ans touch 面板 in 台灣. The company is also involved in TFT-LCD 面板, flat panel 顯示器s, surveillance cameras, and related 零組件 business. In addition,..."
1210.TW,食品工業,"Great Wall Enterprise Co., Ltd. 從事 agricultural and animal 產品 business in 台灣, China, Indonesia, Vietnam, Malaysia, and Cambodia. The company is involved in edible oil and fat manufacturing and 批發; food dealership; grain husking; manufacturing of grain mill 產品, starches..."
2338.TW,半導體業,"台灣 Mask Corporation 從事 the research, development, manufacturing, and sales of photomasks and 積體電路 for the 半導體 industry in 台灣, rest of Asia, and internationally. The company offers photomask data 服務, including mask rule check, remote JDV, and CAD 設計 ..."
2881.TW,貿易百貨,"Fubon 金融 Holding Co., Ltd. 提供 various 金融 產品 and 服務 in 台灣, Asia, and internationally. It operates through 銀行 Business, Property 保險 Business, Life 保險 Business, Securities Business, and Others segments. The company offers 保險 產品, includ..."
2492.TW,電子零組件業,"Walsin 科技 Corporation, 及其 子公司, 開發, 製造, and 銷售 passive 電子 零組件 in Asia, America, and Europe. It 提供 chip capacitors, chip resistors, ceramic dielectric powders, and magnetic elements. It also researches, 開發, 製造, and..."
2355.TW,電子零組件業,"Chin-Poon 工業 Co., Ltd. 從事 the manufacturing, processing, and trading of printed circuit boards. The company 提供 single-sided, double-sided, high frequency, and multilayer printed circuit boards; metal base and pedestal; HDI and IVH; heavy copper; flexible PCB; and Cu inlay and b..."
2383.TW,電子零組件業,"Elite Material Co., Ltd. 從事 the manufacturing and sales of copper clad laminates, 電子-工業 specialty chemical and raw 材料, and 電子 零組件 in 台灣, China, and internationally. The company also offers printed circuit boards, prepreg, and adhesive sheets. Its pro..."
3005.TW,電腦及週邊設備業,"Getac Holdings Corporation, 及其 子公司, researches, 開發, 製造, and 銷售 notebook 電腦s and related 產品 in China, the United States, Europe, and internationally. The company operates through 電子 Parts; Structure Parts; and Aerospace Fasteners segments..."
6153.TW,電子零組件業,"Career 科技 (Mfg.) Co., Ltd. 從事 the 設計, 研發, manufacturing and processing, trading, and import and export of flexible circuit boards in 台灣, China, the United States, and internationally. It offers single-sided, double-sided, double access, and multilayer fl..."
2454.TW,半導體業,"MediaTek Inc. 從事 the research, development, production, manufacture, and marketing of multimedia 積體電路 (ICs) in 台灣, rest of Asia, and internationally. The company offers multimedia, 電腦 peripherals oriented, 消費性-oriented, and other ICs for various applications. It..."
2412.TW,通信網路業,"Chunghwa Telecom Co., Ltd., 及其 子公司, operates as an integrated 電信 service provider in 台灣 and internationally. The company operates through 消費性 Business, Enterprise Business, International Business, and Others segments. Its 服務 primarily include mo..."
2345.TW,通信網路業,"Accton 科技 Corporation 開發, 製造, and 銷售 電腦 網路 systems and wireless land area 網路 (LAN) 硬體 and 軟體 產品 in 台灣 and internationally. The company offers 800G AI/ML fabrics, fiber 光學 transceivers, hyper 網路 appliances, and edge 伺服器, a..."
2201.TW,建材營造,"Yulon Motor 公司 Ltd. 製造 and markets automobiles and related 產品 in 台灣, China, and internationally. It operates through Brand Department, Cooperation Department, Level System, 台灣 Passage System, China Access System, and Others segments. The company 製造, imports, ex..."
6414.TW,電腦及週邊設備業,"Ennoconn Corporation, 及其 子公司, 提供 integrated cloud management 服務, 工業 IoT, and embedded 科技 in 台灣, China, Europe, and internationally. The company operates through three segments: 工業 IoT Business Group, the Intelligent 軟體 and Solutio..."
6669.TW,電腦及週邊設備業,"Wiwynn Corporation 從事 the research, development, 設計, 測試, and sales of semi 產品, and peripheral 設備 and parts in the United States, Europe, Asia, and internationally. The company also offers 電腦 and peripheral 設備, data storage media 產品, electric appliance..."
4958.TW,電子零組件業,"Zhen Ding 科技 Holding 有限公司, 及其 子公司, 從事 the 設計, development, manufacture, and sale of printed circuit boards (PCB) 產品 in the United States, Mainland China, 台灣, Singapore, and internationally. The company offers flexible circuit boards, substrate..."
3006.TW,半導體業,"Elite 半導體 Micro電子s 科技 Inc. 從事 the research, development, production, manufacturing, and sales of dynamic and static random-access 記憶體, flash 記憶體, analog integrated circuit, analog, and digital mixed integrated circuit in 台灣, Asia, and internationally. It a..."
2360.TW,其他電子業,"Chroma ATE Inc. 設計s, assembles, 製造, 銷售, repairs, and maintains 軟體/硬體 for 電腦s and peripherals, 電腦ized automatic test systems, 電子 test instruments, signal generators, 電力 supplies, and telecom 電力 supplies in 台灣, China, the United States, and in..."
1301.TW,塑膠工業,"Formosa Plastics Corporation 從事 the manufacture and sale of plastic raw 材料, chemical fibers, and related petrochemical 工業 產品 in 台灣, China, and internationally. It operates through Plastic, Polyolefin, Polypropylene, Tairylan, Chemical, and Other segments. The company..."
2618.TW,觀光餐旅,"EVA Airways Corp., 及其 子公司, 從事 the aviation business in 台灣, Asia, Europe, Oceania, and the United States. The company involved in civil and general aviation transportation; 批發 and 零售 of 醫療 devices; and manufacture, sales, and maintenance of aircraft..."
5009.TWO,橡膠工業,"Gloria Material 科技 Corp. 從事 smelting, manufacturing, processing and sales of steel in 台灣, the United States, China, and internationally. The company offers austenitic, martensitic, ferrite, precipitation hardening, and duplex stainless steel; hot work, cold work, high speed, and ..."
6245.TWO,通信網路業,"Lanner 電子s Inc., 及其 子公司, 從事 the provision of 設計, engineering, and manufacturing 服務 for 網路 appliances and rugged 工業 電腦s in the United States, Hong Kong, Israel, China, 台灣, the Netherlands, Europe, and internationally. The compan..."
00772B.TWO,未知,-
3481.TW,光電業,"Innolux Corporation, 及其 子公司, 從事 the research, 設計, development, of 顯示器 面板 and related diversified cross-domain applications in 台灣, Hong Kong, the United States, Europe, Japan, China, and internationally. It 提供 -LCD TV, monitor, commercial 顯示器,..."
9945.TW,其他,"Ruentex Development Co.,Ltd. 從事 營造 business in 台灣 and internationally. It operates through 營造; Commercial 房地產; 營造 材料 Business; and Other Operating Departments segments. The company involved in the operation of shopping malls, self-operated cou..."
4128.TWO,生技醫療業,"Microbio Co., Ltd. researches, 開發, 製造, and trades in biotech drugs and health foods in 台灣. It 提供 MS-20 for fatigue and appetite loss associated with cancer chemotherapy; and Herbiron, which reveals symptoms of iron deficiency anemia in women before menopause and relieved dy..."
3211.TWO,電腦及週邊設備業,"Dynapack International 科技 Corporation 製造 and 銷售 lithium-ion battery packs in 台灣, the United States, and internationally. The company offers notebook, tablet PC, and mobile, 醫療 product, industry PDA, robot vacuum cleaner, and wireless charging battery packs, as well as p..."
1503.TW,電機機械,"Shihlin Electric & Engineering Corp. 製造 and 銷售 heavy electrical 設備 and 機械 and 車用 electrical 設備, devices, and related parts in 台灣, Mainland China, Vietnam, and internationally. The company offers automobile parts, such as alternators, starters, wiper syst..."
2014.TW,橡膠工業,"Chung Hung Steel Corporation 製造, process, and 銷售 steel 產品 in 台灣. The company 提供 hot-rolled steel coils, cold-rolled steel coils, steel pipes, and hot-rolled pickled and oiled steel coils; hot and cold rolled galvanized coils; piping/plumbing, structural, line, and casing..."
4743.TWO,生技醫療業,"Oneness Biotech Co., Ltd. 從事 the research, development, and sale of new drugs, pharmaceuticals, and health 產品 in 台灣. It operates through New Drug Research and Development, and Agricultural 產品 Cultivation and Organic Food segments. The company offers Fespixon which is a treatm..."
1608.TW,電器電纜,"Hua Eng Wire & Cable Co., Ltd. 從事 wire and cable business in 台灣. It 提供 oxygen-free copper wire for various wires and cables, and ultra-thin 電子 wires; special oxygen free copper, a special copper material for wind 電力 generation and electric vehicle industries; communicati..."
3035.TW,半導體業,"Faraday 科技 Corporation, 及其 子公司, operates as a fabless ASIC/SoC and silicon intellectual property (IP) provider in China, 台灣, Japan, the United States, and internationally. The company offers ASIC/SoC 設計 服務, including architecture exploration, integration..."
